#{"t_start": 1751263735.6251817, "env_id": "None"}
r,l,t
37.782669,52,702.929402
38.151288,27,703.396937
33.0,54,704.27194
43.139216,34,704.846552
38.695609,45,705.596123
46.260748,36,706.188676
32.533019,50,706.997459
43.279023,38,707.63782
39.917898,35,708.241611
32.083744,57,709.151037
46.802314,26,709.644703
43.463692,32,710.192948
38.683398,37,710.803257
39.8549,45,711.550817
38.683168,30,712.066914
-32.29,42,712.760633
43.000327,28,713.240689
41.430147,30,713.750068
35.625397,60,714.705426
41.643044,54,715.554364
32.558233,97,717.039782
-35.17,50,717.846634
-32.88,82,721.294901
40.925402,33,721.8527
43.969594,54,722.753881
32.728863,70,723.860085
41.883534,52,724.758853
-32.64,57,725.727942
-32.33,42,726.414234
32.715302,46,727.186332
40.775962,43,727.913529
32.576512,39,728.544884
-32.08,42,729.239192
40.239358,73,730.381838
32.815789,41,731.048298
35.109382,49,731.834606
32.003846,155,734.144441
38.140529,64,735.172429
-35.75,122,737.005764
-35.4,59,737.989717
38.386719,37,738.610787
-32.15,69,739.693519
43.430067,37,740.292785
32.174545,64,741.285325
34.685239,73,742.428753
41.176518,52,743.285148
39.693298,43,743.97685
-34.82,48,744.749478
-39.3,42,745.463299
35.018233,40,746.118968
-38.7,53,746.958974
35.439775,67,748.056592
40.531151,43,748.743854
44.221474,30,749.246839
-32.07,47,749.991541
37.856774,46,750.767349
38.01629,58,751.766168
40.215676,60,752.709666
35.640976,82,754.400437
35.348315,36,755.035985
40.593651,37,755.687798
43.543828,47,756.453075
-32.78,100,758.068703
38.106498,63,759.07292
-33.0,89,760.413331
30.0,48,761.201396
38.171699,42,761.879849
38.191057,42,762.551646
-36.95,57,763.47263
46.876648,31,764.012911
-32.62,39,764.656188
-32.91,71,765.781614
-32.64,63,766.77255
35.427211,63,767.762756
34.179035,54,768.649495
40.522423,36,769.262794
34.341449,31,769.79417
32.993808,98,771.341402
-36.0,100,772.867744
40.381672,44,773.571001
37.57226,59,774.522986
-34.59,55,775.401467
33.0,46,776.148626
43.970651,53,777.011022
40.683977,50,777.811363
38.784091,38,778.444414
40.323049,39,779.100068
35.05364,78,780.29847
40.421628,48,781.073779
32.763033,73,782.215597
38.167099,51,783.069617
-38.14,51,783.87788
43.494424,35,784.456807
36.563019,48,785.255417
-35.08,56,786.137804
35.931604,40,786.82431
43.794332,41,787.508424
46.665591,24,787.956309
39.386864,63,788.934894
40.428013,78,790.126405
-32.8,55,791.025007
-32.42,83,792.303651
-35.76,103,793.887753
38.253036,57,794.810068
43.430871,79,796.072633
32.839744,113,797.856992
-35.56,76,799.09262
34.845957,50,799.89712
31.0,81,801.180251
36.0,42,801.872988
35.269231,73,803.003798
34.821907,49,803.780783
40.819749,23,804.212242
42.828715,54,805.081907
35.109966,45,805.805195
-32.63,58,806.740384
-35.11,51,807.577408
38.282407,32,808.112952
35.711712,49,808.956141
40.687434,50,809.758378
32.650794,65,810.789077
-34.99,48,811.633451
36.0,46,812.369777
35.324149,80,813.743234
-34.62,49,814.76021
34.676913,62,815.942094
37.723678,52,816.792934
46.125458,24,817.231713
32.648094,36,817.865092
43.943312,37,818.551525
32.202797,50,819.356716
39.0,27,819.811152
-33.0,85,821.154472
35.569853,40,821.8032
32.48,58,822.715844
38.320276,51,823.557564
37.538051,35,824.145489
-34.42,61,825.118706
37.500992,54,826.012973
41.211934,37,826.629868
43.617549,50,827.428335
32.96587,122,829.316416
-35.29,59,830.246177
-32.22,45,831.003425
46.736211,26,831.46769
-35.06,65,832.517271
32.466667,40,833.177901
42.291506,47,833.951435
-32.92,54,834.818424
41.462963,41,835.502924
33.0,83,836.813144
35.554945,36,837.400292
37.06864,47,838.165621
-32.51,56,839.10273
44.427863,35,839.689149
-33.0,55,840.549092
35.447735,41,841.216288
-32.11,81,842.490722
32.766892,48,843.292018
41.036211,46,844.025238
-35.69,60,845.019967
35.210117,107,846.666767
42.237329,40,847.350005
40.507427,27,847.828559
-32.58,55,848.716862
-32.76,38,849.352853
38.057221,42,850.081404
34.877538,51,850.910012
-34.86,41,851.573761
-34.39,54,852.439718
-33.0,83,853.710208
39.752567,32,854.254395
-32.98,93,855.741224
34.819587,39,856.400757
35.590744,67,857.439894
-32.73,67,858.51366
33.0,76,859.710409
39.788805,53,860.588501
35.16882,59,861.54948
39.99545,49,862.343304
-32.96,68,863.428181
32.512456,46,864.163397
-30.0,56,865.060291
43.371177,47,865.837031
33.0,43,866.537635
38.214844,55,867.464875
46.274964,36,868.140194
38.008174,52,868.965339
32.613793,58,869.954881
-33.0,58,870.974753
40.044472,46,871.973251
33.0,71,873.164424
37.529928,46,873.98258
-32.69,53,874.838788
43.457572,23,875.269585
40.91272,39,875.924455
35.145669,43,876.649799
46.401393,76,877.858701
44.343675,50,878.691003
35.16751,43,879.445883
42.95589,28,879.944657
35.785714,72,881.101439
32.700855,63,882.105942
32.647287,47,882.872585
35.539249,75,884.037832
-32.86,81,885.304176
41.65169,55,886.176587
-38.21,44,886.882891
32.328358,71,888.017063
-35.79,64,889.070688
32.75,52,889.913807
-30.0,35,890.523999
41.209997,28,891.00979
35.046756,56,891.891733
38.39288,61,892.904992
-32.33,38,893.547683
37.414235,41,894.218743
33.0,74,895.3628
32.028269,71,896.531954
-32.16,47,897.28863
42.605813,49,898.084181
38.084337,35,898.680646
34.985468,44,899.392123
43.962058,45,900.116553
34.497978,45,900.848402
43.955298,54,901.713995
40.517986,45,902.454185
34.510117,47,903.210549
38.706081,48,904.00623
41.997258,34,904.584285
-32.54,68,905.671389
35.921622,50,906.489885
39.981432,39,907.166684
34.568094,51,907.986387
32.507075,41,908.647294
38.088644,52,909.492998
35.570312,73,910.618693
47.280156,29,911.121062
38.44722,75,912.284055
44.870507,37,912.895922
40.861325,70,913.989758
33.0,42,914.702517
-34.93,64,915.708404
39.307748,42,916.418737
39.542753,55,917.302723
34.83,65,918.351291
-34.4,81,919.656676
-38.76,68,920.753438
-32.21,110,922.705765
32.68546,77,924.180233
41.549134,36,924.78094
45.659276,40,925.461615
38.126357,40,926.145878
41.217448,54,927.117444
37.918671,65,928.189687
40.072657,47,929.007569
-35.63,42,929.704678
42.276693,48,930.49624
-36.0,65,934.183007
38.468248,32,934.740594
35.560748,71,935.819044
46.113786,25,936.266952
35.599497,130,938.263453
32.788396,53,939.161806
43.336749,44,939.900536
32.271127,85,941.23444
40.965649,59,942.224037
35.235294,46,942.971526
38.12526,37,943.597912
41.085666,47,944.383084
-36.59,40,945.05079
32.571429,77,946.23798
-32.76,53,947.118314
41.107476,38,947.746037
38.138337,34,948.341492
35.529851,46,949.078598
37.858278,78,950.343767
34.854506,40,951.000764
43.613647,42,951.68566
35.460491,69,952.801518
-32.03,70,953.908627
-32.91,64,954.946274
-33.0,61,955.896839
36.719079,39,956.537232
43.87814,44,957.278481
34.797751,72,958.467392
32.729167,137,960.667958
38.838428,39,961.323754
-33.0,61,962.298059
33.0,40,962.987682
-32.98,64,964.000328
40.952528,46,964.737609
-32.82,49,965.544946
37.315363,42,966.220636
-32.31,67,967.352686
34.716325,49,968.234919
43.066591,48,969.093609
-34.15,56,970.031131
35.393701,75,971.280412
33.0,66,972.377186
43.915941,37,973.039823
-32.01,42,973.837024
